Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
2021-12-17,Paper Cup,House Collection,,CHANCERY LANE
2021-12-17,Facial Cleanser Bottle,House Collection,Alba,
2021-12-17,Wax Paper,Self Disposal,,TUAS LANE
2021-12-17,Plastic Takeaway Container,House Collection,,ANG MO KIO STREET 66
2021-12-17,Facial Cleanser Bottle,Self Disposal,Passiton.org,
2021-12-17,Glass Medicine Bottle,Self Disposal,,PAKISTAN ROAD
2021-12-17,Medicine Blister Pack,Self Disposal,Alba E-waste Smart Recycling,
2021-12-18,Paint Container,Self Disposal,Salvation Army,
2021-12-18,Glass Cosmetic Bottle,Self Disposal,PWC-Sembwaste,
2021-12-18,Crockery,Self Disposal,Alba E-waste Smart Recycling,
2021-12-18,Shampoo Bottle,House Collection,PWC-Alba-WH,
2021-12-18,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-12-19,Aerosol Can,Self Disposal,,NANYANG TERRACE
2021-12-19,Paper Receipt,House Collection,,ABINGDON ROAD
2021-12-19,Canned Food Can,Self Disposal,PWC-800 Super,
2021-12-19,Beer Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-19,Reusable Bags,House Collection,,NEW LOYANG LINK
2021-12-19,Bedding,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-19,Milk Carton,Self Disposal,,PULAU UBIN
2021-12-19,Juice Carton,House Collection,Greensquare,
2021-12-19,Walkers,Self Disposal,Tidy,
2021-12-19,Shampoo Bottle,House Collection,,BISHAN STREET 11
2021-12-19,Paint Container,Self Disposal,,SENNETT DRIVE
2021-12-19,Detergent Bottle,Self Disposal,,TUAS AVENUE 7
2021-12-19,Bodywash Bottle,House Collection,,KAMPONG AMPAT
2021-12-19,Blouses,Self Disposal,,TUAS LINK 3
2021-12-19,Printer Ink Cartridge,Self Disposal,,WOODLEIGH CLOSE
2021-12-19,Glass Cosmetic Bottle,House Collection,,GREENDALE RISE
2021-12-19,Packet Drink,House Collection,PWC-Alba-WH,
2021-12-19,Glass Bowl,Self Disposal,,JALAN GELEGAR
2021-12-19,Aerosol Can,Self Disposal,PWC-Sembwaste,
2021-12-20,Beer Bottle,Self Disposal,,MUNSHI ABDULLAH WALK
2021-12-20,Bodywash Bottle,House Collection,,KIAN TECK AVENUE
2021-12-20,Backpacks,Self Disposal,,CLEMENTI AVENUE 4
2021-12-20,Clothes Dryers,Self Disposal,Passiton.org,
2021-12-20,Beer Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-12-20,Tissue Paper,Self Disposal,Alba E-waste Smart Recycling,
2021-12-20,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-12-20,Biscuit Tin,Self Disposal,,SIMS LANE
2021-12-20,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-20,Glass Cup,Self Disposal,,TUAS AVENUE 5
2021-12-20,Paper Envelope With Window,Self Disposal,PWC-800 Super,
2021-12-20,Detergent Bottle,Self Disposal,,COLLEGE ROAD
2021-12-21,Glass Medicine Bottle,House Collection,,FIFTH LOK YANG ROAD
2021-12-21,Namecard,House Collection,,TOH TUCK RISE
2021-12-21,Glass Medicine Bottle,Self Disposal,Salvation Army,
2021-12-21,Aerosol Can,House Collection,,BOURNEMOUTH ROAD
2021-12-21,Biscuit Tin,Self Disposal,,LORONG 27 GEYLANG
2021-12-21,Paint Container,Self Disposal,,MOUNTBATTEN ROAD
2021-12-21,Glass Cosmetic Bottle,House Collection,Alba,
2021-12-21,Canned Food Can,House Collection,Alba,
2021-12-21,Chairs,Self Disposal,,FUSIONOPOLIS LINK
2021-12-21,Tables,House Collection,Greensquare,
2021-12-21,Blouses,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-21,Beer Bottle,Self Disposal,,MARSILING ROAD
2021-12-21,Shampoo Bottle,Self Disposal,,JALAN ANGKLONG
2021-12-22,Detergent Bottle,House Collection,,BISHAN STREET 24
2021-12-22,Detergent Bottle,House Collection,PWC-Alba-WH,
2021-12-22,Coffee Capsules,Self Disposal,,TUAS BASIN CLOSE
2021-12-22,Mobile Telephones,Self Disposal,,LORONG PENDEK
2021-12-22,Aerosol Can,Self Disposal,,LORONG PENDEK
2021-12-22,Biscuit Tin,Self Disposal,,SEMBAWANG PLACE
2021-12-22,Tables,Self Disposal,Passiton.org,
2021-12-22,Glass Bowl,House Collection,,SUNGEI KADUT STREET 1
2021-12-22,Bodywash Bottle,Self Disposal,,KALLANG WAY 5
2021-12-22,Glass Medicine Bottle,Self Disposal,,BERMUDA ROAD
2021-12-22,Paint Container,Self Disposal,Ezi,
2021-12-22,Handbags,House Collection,,TUAS SOUTH STREET 8
2021-12-23,Plastic Film Packaging,Self Disposal,,ANCHORVALE CRESCENT
2021-12-23,Magazine,House Collection,PWC-Alba-WH,
2021-12-23,Glass Medicine Bottle,Self Disposal,Passiton.org,
2021-12-23,Mobile Telephones,Self Disposal,Salvation Army,
2021-12-23,Wax Paper,House Collection,Greensquare,
2021-12-23,Shampoo Bottle,Self Disposal,,THIRD HOSPITAL AVENUE
2021-12-23,Biscuit Tin,Self Disposal,Passiton.org,
2021-12-23,Biscuit Tin,House Collection,,JALAN LEKAR
2021-12-23,Canned Food Can,Self Disposal,Ezi,
2021-12-23,Styrofoam,House Collection,,WOODLANDS STREET 83
2021-12-23,Glass Medicine Bottle,House Collection,,COVE WAY
2021-12-23,Tissue Paper,House Collection,Greensquare,
2021-12-23,Electric Mobility Scooters,House Collection,,JALAN PASIR RIA
2021-12-23,Glass Plate,Self Disposal,,CHOA CHU KANG STREET 62
2021-12-23,Sauce Bottle,Self Disposal,Ezi,
2021-12-23,Glass Medicine Bottle,Self Disposal,,JALAN PARI BURONG
2021-12-23,Switches,Self Disposal,Salvation Army,
2021-12-23,Pencils,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-23,Writing Paper,House Collection,Alba,
2021-12-23,Beer Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-12-23,Detergent Bottle,Self Disposal,Salvation Army,
2021-12-23,Glass Cosmetic Bottle,House Collection,,GREENRIDGE CRESCENT
2021-12-23,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-12-24,Glass Cosmetic Bottle,House Collection,,KERONG LANE
2021-12-24,Biscuit Tin,Self Disposal,,JURONG WEST CENTRAL 1
2021-12-24,Mirror,Self Disposal,,WATTEN CLOSE
2021-12-24,Newspaper,Self Disposal,Ezi,
2021-12-24,Reusable Bags,House Collection,Alba,
2021-12-24,Biscuit Tin,Self Disposal,Tidy,
2021-12-24,Glass Medicine Bottle,House Collection,,TAMPINES STREET 82
2021-12-24,Markers,House Collection,Alba,
2021-12-24,Glass Drink Bottle,Self Disposal,Tidy,
2021-12-24,Canned Food Can,House Collection,PWC-Alba-WH,
2021-12-24,Sauce Bottle,House Collection,Greensquare,
2021-12-24,Biscuit Tin,Self Disposal,Ezi,
2021-12-25,Glass Cosmetic Bottle,Self Disposal,,CARLTON AVENUE
2021-12-25,Facial Cleanser Bottle,Self Disposal,,WOODLANDS AVENUE 10
2021-12-25,Canned Food Can,Self Disposal,,SUNGEI KADUT WAY
2021-12-25,Bodywash Bottle,Self Disposal,,KALLANG WAY 5
2021-12-25,Power Assisted Bicycles,Self Disposal,,JALAN LEMPENG
2021-12-25,Aerosol Can,Self Disposal,Salvation Army,
2021-12-25,Glass Cosmetic Bottle,House Collection,,TOA PAYOH INDUSTRIAL PARK
2021-12-25,Sunglasses,Self Disposal,,JALAN SALANG
2021-12-25,Namecard,House Collection,PWC-Alba-WH,
2021-12-25,Metal Drink Can,Self Disposal,Salvation Army,
2021-12-25,Glass Cosmetic Bottle,Self Disposal,Salvation Army,
2021-12-25,Coffee Capsules,House Collection,,LARKHILL ROAD
2021-12-25,Biscuit Tin,House Collection,,MERANTI LANE
2021-12-25,Plastic Takeaway Container,Self Disposal,,LICHFIELD ROAD
2021-12-25,Paint Container,Self Disposal,,CHOA CHU KANG STREET 62
2021-12-25,Biscuit Tin,Self Disposal,,BUROH LANE
2021-12-25,Bodywash Bottle,Self Disposal,,PAYA LEBAR WALK
2021-12-25,Pencils,Self Disposal,Ezi,
2021-12-25,Glass Medicine Bottle,House Collection,,ORIOLE CRESCENT
2021-12-25,Beer Bottle,Self Disposal,Tidy,
2021-12-25,Set-Top Boxes,Self Disposal,,JALAN NOVENA SELATAN
2021-12-26,Glass Cosmetic Bottle,House Collection,,MANDAI ROAD
2021-12-26,Facial Cleanser Bottle,House Collection,,PARI DEDAP WALK
2021-12-26,Glass Cosmetic Bottle,Self Disposal,PWC-Sembwaste,
2021-12-26,Biscuit Tin,House Collection,,SPRINGWOOD CLOSE
2021-12-26,Switches,House Collection,,TOH TUCK CLOSE
2021-12-26,Printed Paper,Self Disposal,,BUKIT BATOK STREET 52
2021-12-26,Shampoo Bottle,House Collection,Alba,
2021-12-26,Canned Food Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-26,Gift Wrapping Paper,Self Disposal,PWC-800 Super,
2021-12-26,Shampoo Bottle,House Collection,Greensquare,
2021-12-26,Contact Lens Blister,Self Disposal,Ezi,
2021-12-26,Washing Machines,Self Disposal,Salvation Army,
2021-12-26,Televisions,Self Disposal,,PIONEER SECTOR 3
2021-12-26,Facial Cleanser Bottle,Self Disposal,PWC-800 Super,
2021-12-26,Plastic Food Bottle,Self Disposal,PWC-800 Super,
2021-12-26,Glass Cosmetic Bottle,Self Disposal,Salvation Army,
2021-12-27,Toilet Paper,House Collection,PWC-Alba-WH,
2021-12-27,Aerosol Can,House Collection,,WOODLANDS DRIVE 62
2021-12-27,Aerosol Can,House Collection,PWC-Alba-WH,
2021-12-27,Paper Plate,House Collection,,UPAVON ROAD
2021-12-27,Canned Food Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-27,Long Fluorescent Tubes,Self Disposal,Alba E-waste Smart Recycling,
2021-12-28,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,
2021-12-28,Facial Cleanser Bottle,Self Disposal,,SOMME ROAD
2021-12-28,Glass Plate,House Collection,,HOUGANG STREET 52
2021-12-28,Biscuit Tin,House Collection,,COUNTRYSIDE LINK
2021-12-28,Aerosol Can,House Collection,Greensquare,
2021-12-28,Sofas,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-28,Glass Cosmetic Bottle,House Collection,Alba,
2021-12-28,Writing Paper,Self Disposal,Ezi,
2021-12-28,Bodywash Bottle,House Collection,,COWDRAY AVENUE
2021-12-28,Sports Shoes,Self Disposal,,SIGLAP PLAIN
2021-12-28,Electric Mobility Scooters,Self Disposal,Alba E-waste Smart Recycling,
2021-12-28,Handbags,Self Disposal,,KIM YAM ROAD
2021-12-28,Routers,House Collection,Alba,
2021-12-28,Contact Lens Blister,Self Disposal,Tidy,
2021-12-28,Reusable Bags,House Collection,,ADMIRALTY DRIVE
2021-12-28,Toilet Paper Roll,Self Disposal,Passiton.org,
2021-12-28,Light Bulbs,Self Disposal,,TUAS BAY WALK
2021-12-29,Bodywash Bottle,House Collection,,JALAN DUSUN
2021-12-29,Sunglasses,Self Disposal,Ezi,
2021-12-29,Glass Medicine Bottle,House Collection,,JALAN SINAR BINTANG
2021-12-29,Clothes Dryers,House Collection,PWC-Alba-WH,
2021-12-29,Glass Cup,Self Disposal,,BUKIT BATOK CENTRAL
2021-12-29,Biscuit Tin,House Collection,,NANYANG VIEW
2021-12-29,Gift Wrapping Paper,Self Disposal,,UNIVERSITY ROAD
2021-12-29,Biscuit Tin,Self Disposal,,JALAN MERLIMAU
2021-12-29,Canned Food Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-29,Jam Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-29,Beer Bottle,House Collection,PWC-Alba-WH,
2021-12-29,Paper Plate,Self Disposal,,NALLUR ROAD
2021-12-29,Shampoo Bottle,Self Disposal,,WHITLEY ROAD
2021-12-30,Clothes Dryers,House Collection,,JALAN SENI
2021-12-30,Shampoo Bottle,Self Disposal,,GENTING LINK
2021-12-30,Reusable Bags,Self Disposal,Salvation Army,
2021-12-30,Disposable Wooden Chopstick,House Collection,PWC-Alba-WH,
2021-12-30,High Chairs,Self Disposal,,JALAN HITAM MANIS
2021-12-30,Food Jar,Self Disposal,,JOO KOON WAY
2021-12-30,Facial Cleanser Bottle,Self Disposal,Salvation Army,
2021-12-30,Juice Carton,Self Disposal,,YORK ROAD
2021-12-30,Metal Bottle Cap,House Collection,,WELLINGTON ROAD
2021-12-30,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-30,Cassette Tape,Self Disposal,PWC-800 Super,
2021-12-30,Bodywash Bottle,Self Disposal,Ezi,
2021-12-30,Bedsheets,House Collection,,JALAN RUMAH TINGGI
2021-12-30,Biscuit Tin,House Collection,Greensquare,
2021-12-30,Facial Cleanser Bottle,Self Disposal,,COLLYER QUAY
2021-12-31,Power Assisted Bicycles,Self Disposal,,GUOK AVENUE
2021-12-31,Board Games,Self Disposal,,MERRYN ROAD
2021-12-31,Shampoo Bottle,Self Disposal,Ezi,
2021-12-31,Paint Container,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-31,Beer Bottle,Self Disposal,Tidy,
2021-12-31,Paint Container,Self Disposal,Passiton.org,
2021-12-31,Biscuit Tin,House Collection,,PECK SEAH STREET
2021-12-31,Detergent Bottle,Self Disposal,,KALLANG AVENUE
2021-12-31,Newspaper,House Collection,PWC-Alba-WH,
2021-12-31,Instant Noodle Bag,Self Disposal,Alba E-waste Smart Recycling,
2021-12-31,Network Hubs,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-31,Biscuit Tin,House Collection,,COLLEGE AVENUE EAST
2021-12-31,Ceramic,Self Disposal,,JOO HONG ROAD
2021-12-31,Shampoo Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-31,Ovens,House Collection,,PULAU BUKOM KECHIL
2021-12-31,Wine Bottle,Self Disposal,Tidy,
2021-12-31,Tissue Paper,Self Disposal,Alba E-waste Smart Recycling,
2021-12-31,Shredded Paper,Self Disposal,Passiton.org,
2021-12-31,Set-Top Boxes,House Collection,,WOODLANDS ROAD
2021-12-31,Bodywash Bottle,House Collection,PWC-Alba-WH,
2021-12-31,Bodywash Bottle,House Collection,,LENTOR LOOP
2021-12-31,Plastic Takeaway Container,Self Disposal,PWC-800 Super,
2022-01-01,Beer Bottle,House Collection,,YUNNAN CRESCENT
2022-01-01,Light Bulbs,House Collection,Alba,
2022-01-01,Bodywash Bottle,Self Disposal,PWC-800 Super,
2022-01-01,Chairs,House Collection,,CHULIA STREET
2022-01-01,Paper Envelope,House Collection,,BUKIT TINGGI ROAD
2022-01-01,Glass Cosmetic Bottle,House Collection,,SUNGEI KADUT LANE
2022-01-01,Glass Cosmetic Bottle,House Collection,,TUAS SOUTH AVENUE 5
2022-01-01,Bodywash Bottle,Self Disposal,PWC-Sembwaste,
2022-01-01,Biscuit Tin,Self Disposal,,FRANKEL CLOSE
2022-01-01,Chairs,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-01-01,Aerosol Can,House Collection,PWC-Alba-WH,
2022-01-01,Aerosol Can,House Collection,Greensquare,
2022-01-02,Toilet Paper Roll,Self Disposal,Salvation Army,
2022-01-02,Shampoo Bottle,Self Disposal,PWC-Sembwaste,
2022-01-02,Newspaper,Self Disposal,Passiton.org,
2022-01-02,Car Seats,Self Disposal,PWC-Sembwaste,
2022-01-02,Plastic Takeaway Container,House Collection,,PASIR RIS STREET 51
2022-01-02,Canned Food Can,House Collection,,GEYLANG EAST AVENUE 2
2022-01-02,Shampoo Bottle,House Collection,PWC-Alba-WH,
2022-01-02,Markers,House Collection,,PASIR RIS STREET 71
2022-01-02,Paint Container,Self Disposal,,FABER GREEN
2022-01-02,Shampoo Bottle,Self Disposal,Ezi,
2022-01-02,Beer Bottle,House Collection,PWC-Alba-WH,
2022-01-02,Bodywash Bottle,House Collection,PWC-Alba-WH,
2022-01-02,Plastic Takeaway Container,Self Disposal,Tidy,
2022-01-02,Detergent Bottle,Self Disposal,,TRAS LINK
2022-01-02,Chairs,House Collection,,WOOLWICH ROAD
2022-01-02,Beer Bottle,Self Disposal,Passiton.org,
2022-01-02,Wax Paper,Self Disposal,Alba E-waste Smart Recycling,
2022-01-03,Wax Paper,House Collection,Alba,
2022-01-03,Paper Envelope With Window,Self Disposal,,JALAN PISANG
2022-01-03,Plant,House Collection,,CORNWALL ROAD
2022-01-03,Power Assisted Bicycles,Self Disposal,,BOON LAY WAY
2022-01-03,Detergent Bottle,Self Disposal,Ezi,
2022-01-03,Brochure,Self Disposal,,PRINCE CHARLES CRESCENT
2022-01-03,Biscuit Tin,Self Disposal,Salvation Army,
2022-01-03,Medicine Blister Pack,Self Disposal,,LORONG TUKOL
2022-01-03,Beds,Self Disposal,,GOMBAK RISE
2022-01-03,Biscuit Tin,Self Disposal,PWC-800 Super,
2022-01-03,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,
2022-01-03,Drinking Straw,House Collection,Alba,
2022-01-03,Sandals,Self Disposal,PWC-Sembwaste,
2022-01-03,Bodywash Bottle,House Collection,,BUANGKOK LINK
2022-01-03,Slippers,House Collection,Greensquare,
2022-01-03,Paint Container,House Collection,,ADAM DRIVE
2022-01-03,Paint Container,Self Disposal,,JURONG EAST STREET 21
2022-01-03,Pencils,House Collection,,LORONG MARZUKI
2022-01-03,Shampoo Bottle,House Collection,Alba,
2022-01-03,Biscuits,Self Disposal,Passiton.org,
2022-01-03,Slippers,House Collection,,JALAN SENDUDOK
2022-01-03,CD Case,Self Disposal,,ROSYTH AVENUE
2022-01-03,Pencils,Self Disposal,,SUNGEI KADUT WAY
2022-01-04,Bodywash Bottle,House Collection,,SUNGEI KADUT CRESCENT
2022-01-04,Glass Medicine Bottle,House Collection,,VAUGHAN ROAD
2022-01-04,Handbags,Self Disposal,PWC-Sembwaste,
2022-01-04,Glass Medicine Bottle,House Collection,Greensquare,
2022-01-04,Magazine,Self Disposal,Ezi,
2022-01-04,Shampoo Bottle,House Collection,,PASIR RIS CLOSE
2022-01-04,Plastic Egg Tray,House Collection,,YIO CHU KANG TERRACE
2022-01-04,Detergent Bottle,Self Disposal,,YUNG HO WALK
2022-01-04,Facial Cleanser Bottle,House Collection,Greensquare,
2022-01-04,Beer Bottle,Self Disposal,PWC-Sembwaste,
2022-01-04,Facial Cleanser Bottle,House Collection,,SORBY ADAMS DRIVE
2022-01-04,Instant Noodle Bag,Self Disposal,PWC-800 Super,
2022-01-04,Shampoo Bottle,House Collection,,BEDOK WALK
2022-01-04,CD,House Collection,Alba,
2022-01-05,Facial Cleanser Bottle,Self Disposal,PWC-Sembwaste,
2022-01-05,Book,Self Disposal,,CARPENTER STREET
2022-01-05,Canned Food Can,Self Disposal,,PIONEER SECTOR WALK
2022-01-05,Bodywash Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-01-05,CD Case,House Collection,Greensquare,
2022-01-05,Biscuit Tin,Self Disposal,Salvation Army,
2022-01-05,Ceramic,Self Disposal,Salvation Army,
2022-01-05,Brochure,Self Disposal,,DEFU LANE 10
2022-01-05,Bedsheets,Self Disposal,PWC-800 Super,
2022-01-05,Canned Food Can,Self Disposal,Ezi,
2022-01-05,Biscuit Tin,House Collection,Greensquare,
2022-01-05,Glass Medicine Bottle,House Collection,Alba,
2022-01-05,Canned Food Can,Self Disposal,Passiton.org,
2022-01-05,Glass Cosmetic Bottle,House Collection,,JALAN TAMBUR
2022-01-05,Glass Bowl,House Collection,Greensquare,
2022-01-06,Paint Container,Self Disposal,Salvation Army,
2022-01-06,Detergent Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-01-06,Shirts,Self Disposal,PWC-Sembwaste,
2022-01-06,Biscuit Tin,Self Disposal,,TANJONG BEACH WALK
2022-01-06,Glass Cup,House Collection,Alba,
2022-01-06,Bodywash Bottle,House Collection,PWC-Alba-WH,
2022-01-06,Plastic Clothes Hanger,House Collection,Alba,
2022-01-06,Paper Envelope With Window,Self Disposal,Alba E-waste Smart Recycling,
2022-01-06,Ceramic,House Collection,,STADIUM ROAD
2022-01-06,Plastic Food Bottle,House Collection,Alba,
2022-01-06,Laptops,House Collection,PWC-Alba-WH,
2022-01-06,Facial Cleanser Bottle,Self Disposal,Tidy,
2022-01-06,Biscuit Tin,Self Disposal,Ezi,
2022-01-06,Video Tape,House Collection,,JALAN SATU
2022-01-06,Shredded Paper,Self Disposal,PWC-800 Super,
2022-01-06,Plastic Film Packaging,Self Disposal,,INDUS ROAD
2022-01-06,Paint Container,Self Disposal,Ezi,
2022-01-06,Beer Bottle,House Collection,,SUNRISE CLOSE
2022-01-06,Paint Container,Self Disposal,Salvation Army,
2022-01-06,Paint Container,Self Disposal,,DEFU SOUTH STREET 2
2022-01-06,Paint Container,Self Disposal,Tidy,
2022-01-06,Beer Bottle,Self Disposal,,LUXUS HILL AVENUE
2022-01-06,Slippers,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-01-06,High Chairs,House Collection,,SELEGIE ROAD
2022-01-06,Biscuit Tin,Self Disposal,PWC-800 Super,
2022-01-06,Aerosol Can,House Collection,,EASTWOOD TERRACE
2022-01-07,Bodywash Bottle,Self Disposal,PWC-800 Super,
2022-01-07,Aerosol Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-01-07,Paint Container,Self Disposal,,KAMPONG BUGIS
2022-01-07,Book,Self Disposal,,ARNASALAM CHETTY ROAD
2022-01-07,Paint Container,House Collection,,LENTOR STREET
2022-01-07,Bodywash Bottle,House Collection,,LOYANG WAY 4
2022-01-07,Canned Food Can,House Collection,,PASIR RIS DRIVE 12
2022-01-07,Watches,House Collection,,CHAI CHEE ROAD
2022-01-07,Wine Bottle,Self Disposal,Passiton.org,
2022-01-07,Glass Cosmetic Bottle,Self Disposal,Ezi,
2022-01-07,Shampoo Bottle,House Collection,,LORONG 108 CHANGI
2022-01-07,Facial Cleanser Bottle,Self Disposal,Tidy,
2022-01-07,Telephone Directory,Self Disposal,,PORTSDOWN ROAD
2022-01-07,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2022-01-07,Facial Cleanser Bottle,Self Disposal,,KENYA CRESCENT
2022-01-07,Paper Bag,Self Disposal,Ezi,
2022-01-07,Facial Cleanser Bottle,House Collection,Alba,
2022-01-07,Detergent Bottle,Self Disposal,Tidy,
2022-01-07,Paper Plate,House Collection,PWC-Alba-WH,
2022-01-08,Shampoo Bottle,House Collection,,CHENCHARU LINK
2022-01-08,Facial Cleanser Bottle,Self Disposal,,JALAN SEH CHUAN
2022-01-08,Newspaper,Self Disposal,Passiton.org,
2022-01-08,Beer Bottle,Self Disposal,,BUKIT BATOK STREET 21
2022-01-08,Toy Cars,Self Disposal,Tidy,
2022-01-08,Sunglasses,Self Disposal,Alba E-waste Smart Recycling,
2022-01-08,Instant Noodle Bag,Self Disposal,PWC-Sembwaste,
2022-01-08,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,
2022-01-08,Beer Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2022-01-08,Glass Drink Bottle,House Collection,Alba,
2022-01-08,Paint Container,House Collection,,JALAN PELIKAT
2022-01-08,Shampoo Bottle,Self Disposal,,LORONG MAMBONG
2022-01-08,Laptops,House Collection,PWC-Alba-WH,
2022-01-08,Biscuit Tin,House Collection,Alba,
2022-01-09,Beer Bottle,Self Disposal,Ezi,
2022-01-09,Newspaper,Self Disposal,,ROCHALIE DRIVE
2022-01-09,Biscuit Tin,Self Disposal,Salvation Army,
2022-01-09,CD,Self Disposal,PWC-Sembwaste,
2022-01-09,Calendar,House Collection,,LIANG SEAH STREET
2022-01-09,Metal Bottle Cap,Self Disposal,PWC-800 Super,
2022-01-09,Light Bulbs,Self Disposal,Alba E-waste Smart Recycling,
2022-01-09,Instant Noodle Bag,Self Disposal,,PALM ROAD
2022-01-09,Beer Bottle,Self Disposal,,BUANGKOK DRIVE
2022-01-09,Detergent Bottle,Self Disposal,Ezi,
2022-01-09,Facial Cleanser Bottle,Self Disposal,PWC-Sembwaste,
