s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
6044,0.417235253,0.79500365,07/04/2021,Biscuit Tin,Self Disposal,NA,DEFU LANE 11
6045,0.151136092,0.309108047,24/10/2021,Facial Cleanser Bottle,House Collection,Alba,NA
6046,0.036876975,0.216431339,31/01/2021,Aerosol Can,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6047,0.791806019,0.818147596,29/11/2021,Tablets,Self Disposal,NA,RIPLEY CRESCENT
6048,0.835026414,0.817534275,22/01/2021,Styrofoam,House Collection,NA,SUMMER PLACE
6049,0.457149438,0.812579876,22/10/2021,Canned Food Can,Self Disposal,NA,CHUAN LANE
6050,0.724541911,0.824602328,10/09/2021,Writing Paper,House Collection,NA,BODMIN DRIVE
6051,0.275392774,0.377416024,14/04/2021,Paint Container,House Collection,PWC-Alba-WH,NA
6052,0.814526834,0.431126859,26/04/2022,Paper Plate,Self Disposal,PWC-Sembwaste,NA
6053,0.567191827,0.128393095,30/09/2021,Pens,Self Disposal,Salvation Army,NA
6054,0.754433771,0.142971697,01/06/2021,Medicine Blister Pack,Self Disposal,Ezi,NA
6055,0.277885659,0.043314592,29/01/2021,Paint Container,House Collection,Greensquare,NA
6056,0.653312581,0.816084536,02/05/2021,Air-Conditioners,Self Disposal,NA,TAI YUAN HEIGHTS
6057,0.010437911,0.67908591,12/09/2021,Aerosol Can,House Collection,NA,PINE LANE
6058,0.648194834,0.242793025,25/04/2021,Walkers,Self Disposal,Tidy,NA
6059,0.10337445,0.324668064,03/10/2021,Detergent Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
6060,0.286456038,0.442867922,23/04/2021,Paint Container,Self Disposal,PWC-Sembwaste,NA
6061,0.890946809,0.536626323,25/07/2021,Set-Top Boxes,House Collection,NA,CLEMENTI AVENUE 3
6062,0.819091753,0.383492674,03/08/2021,Packet Drink,House Collection,PWC-Alba-WH,NA
6063,0.870847101,0.939412083,20/06/2021,Routers,Self Disposal,NA,WOODLANDS AVENUE 9
6064,0.401677974,0.211985363,01/08/2022,Beer Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6065,0.164169423,0.896139445,08/01/2022,Facial Cleanser Bottle,House Collection,NA,TUAS WEST AVENUE
6066,0.232162075,0.366813388,21/09/2021,Glass Medicine Bottle,House Collection,PWC-Alba-WH,NA
6067,0.96276809,0.390436121,27/07/2022,Shredded Paper,House Collection,PWC-Alba-WH,NA
6068,0.953362113,0.223299085,18/08/2021,Melamine,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6069,0.311146613,0.581341908,12/11/2022,Paint Container,Self Disposal,NA,MOUNT EMILY ROAD
6070,0.150793314,0.050862771,06/03/2022,Facial Cleanser Bottle,Self Disposal,Passiton.org,NA
6071,0.104639112,0.191508105,23/09/2022,Detergent Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6072,0.0808707,0.655191135,08/11/2022,Bodywash Bottle,Self Disposal,NA,JALAN LEMBAH KALLANG
6073,0.0061731,0.144757094,25/04/2021,Aerosol Can,Self Disposal,Ezi,NA
6074,0.115211586,0.381087714,17/11/2022,Detergent Bottle,House Collection,PWC-Alba-WH,NA
6075,0.545125158,0.343033945,23/05/2021,Red Packet,Self Disposal,Alba E-waste Smart Recycling,NA
6076,0.623134132,0.377501589,25/12/2021,Namecard,House Collection,PWC-Alba-WH,NA
6077,0.033621543,0.58206448,21/10/2022,Aerosol Can,House Collection,NA,MAKEPEACE ROAD
6078,0.213015972,0.552649347,19/05/2022,Glass Cosmetic Bottle,Self Disposal,NA,PRINCE CHARLES CRESCENT
6079,0.094478866,0.029193252,24/06/2021,Detergent Bottle,House Collection,Greensquare,NA
6080,0.182472202,0.621185254,12/03/2021,Glass Cosmetic Bottle,Self Disposal,NA,HOLLAND GROVE TERRACE
6081,0.960001813,0.451459829,19/08/2021,Gift Wrapping Paper,Self Disposal,PWC-Sembwaste,NA
6082,0.425366343,0.448856115,11/11/2021,Biscuit Tin,Self Disposal,PWC-Sembwaste,NA
6083,0.013101621,0.031884648,13/02/2022,Aerosol Can,House Collection,Greensquare,NA
6084,0.890465158,0.380693583,31/03/2021,Network Hubs,House Collection,PWC-Alba-WH,NA
6085,0.847662072,0.860605901,13/08/2021,Sunglasses,Self Disposal,NA,JALAN MERBOK
6086,0.354619823,0.153798718,06/10/2022,Shampoo Bottle,Self Disposal,Ezi,NA
6087,0.1714877,0.023523329,22/09/2022,Facial Cleanser Bottle,House Collection,Greensquare,NA
6088,0.861812838,0.74104628,17/06/2021,Newspaper,House Collection,NA,BAYSHORE ROAD
6089,0.261223904,0.34722036,10/08/2022,Glass Medicine Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
6090,0.00634477,0.261774913,10/08/2022,Aerosol Can,Self Disposal,Tidy,NA
6091,0.123661325,0.020352382,31/08/2021,Detergent Bottle,House Collection,Greensquare,NA
6092,0.493905347,0.421693947,04/02/2022,Canned Food Can,Self Disposal,PWC-Sembwaste,NA
6093,0.297415272,0.991992203,31/05/2022,Paint Container,House Collection,NA,MIMOSA CRESCENT
6094,0.560169693,0.176541406,21/07/2022,Juice Carton,Self Disposal,Ezi,NA
6095,0.821053423,0.734950343,19/08/2021,Glass Bowl,House Collection,NA,KEW WALK
6096,0.096467622,0.406655407,16/10/2021,Detergent Bottle,House Collection,PWC-Alba-WH,NA
6097,0.342989656,0.722943954,17/01/2022,Shampoo Bottle,Self Disposal,NA,PALM AVENUE
6098,0.760693862,0.563919131,26/07/2022,CD,Self Disposal,NA,SHORT STREET
6099,0.51950623,0.525235049,25/01/2022,Beer Bottle,Self Disposal,NA,SPORTS DRIVE
6100,0.666309688,0.066586014,17/04/2022,Markers,Self Disposal,Passiton.org,NA
6101,0.655677671,0.196343928,06/01/2021,Paper Towel,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6102,0.268035124,0.529548955,17/10/2022,Glass Medicine Bottle,House Collection,NA,SPRINGWOOD CRESCENT
6103,0.615048213,0.74324583,15/03/2021,Instant Noodle Bag,House Collection,NA,SIMEI AVENUE
6104,0.693171719,0.583239287,13/11/2022,Clothes Dryers,Self Disposal,NA,JALAN ELOK
6105,0.989559872,0.658116924,22/12/2021,Mobile Telephones,Self Disposal,NA,LORONG PENDEK
6106,0.437384633,0.335203497,14/10/2021,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,NA
6107,0.236961272,0.090275962,01/03/2021,Glass Medicine Bottle,Self Disposal,Passiton.org,NA
6108,0.089851414,0.884755084,08/02/2021,Bodywash Bottle,Self Disposal,NA,GUL AVENUE
6109,0.025372783,0.893212737,23/06/2021,Aerosol Can,House Collection,NA,TUAS SOUTH STREET 1
6110,0.767926794,0.663569477,21/11/2022,Reusable Bags,Self Disposal,NA,MELROSE DRIVE
6111,0.239537424,0.864920329,06/05/2021,Glass Medicine Bottle,House Collection,NA,TOWN HALL LINK
6112,0.190599805,0.794385802,24/05/2021,Glass Cosmetic Bottle,Self Disposal,NA,HAI SING ROAD
6113,0.698206937,0.213361483,05/09/2021,Paint Container,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6114,0.282060539,0.675225089,26/02/2021,Paint Container,Self Disposal,NA,LORONG 33 GEYLANG
6115,0.549098221,0.574183548,17/10/2021,Handbags,House Collection,NA,CAMPBELL LANE
6116,0.981172876,0.016915747,20/10/2021,Paper Bag,House Collection,Greensquare,NA
6117,0.61584279,0.316369934,14/01/2021,Paper Towel,House Collection,Alba,NA
6118,0.906001569,0.925991429,27/03/2021,Car Seats,House Collection,NA,LORONG KEBASI
6119,0.970719277,0.399802021,02/06/2022,Tablets,House Collection,PWC-Alba-WH,NA
6120,0.432046966,0.205299395,02/03/2021,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6121,0.060906891,0.568070989,28/04/2022,Bodywash Bottle,House Collection,NA,ALIWAL STREET
6122,0.950404166,0.415492451,24/06/2022,Routers,Self Disposal,PWC-Sembwaste,NA
6123,0.576870294,0.394846752,28/06/2021,Toilet Paper,House Collection,PWC-Alba-WH,NA
6124,0.1199679,0.105810515,13/10/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
6125,0.244472543,0.081374599,06/08/2022,Glass Medicine Bottle,Self Disposal,Passiton.org,NA
6126,0.159539907,0.900504329,03/02/2021,Facial Cleanser Bottle,Self Disposal,NA,LORONG TAWAS
6127,0.587658218,0.505050494,26/07/2022,Bedding,Self Disposal,NA,CIRCULAR ROAD
6128,0.892167888,0.128223836,13/03/2022,Electric Mobility Scooters,Self Disposal,Salvation Army,NA
6129,0.927828197,0.029356916,13/05/2022,Shorts,House Collection,Greensquare,NA
6130,0.900327425,0.667045891,19/01/2022,Flyer,Self Disposal,NA,PLAYFAIR ROAD
6131,0.440713247,0.063279074,21/09/2022,Biscuit Tin,Self Disposal,Passiton.org,NA
6132,0.392534412,0.781625401,06/05/2021,Beer Bottle,House Collection,NA,HOUGANG CENTRAL
6133,0.824642158,0.513357939,03/02/2022,Ovens,House Collection,NA,TEO HONG ROAD
6134,0.987720166,0.982623499,23/02/2021,Biscuits,Self Disposal,NA,MUGLISTON GARDENS
6135,0.569907019,0.282134956,22/01/2022,Shorts,House Collection,Alba,NA
6136,0.837244822,0.258247301,15/02/2022,Glass Medicine Bottle,Self Disposal,Tidy,NA
6137,0.180615292,0.375144296,13/10/2021,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,NA
6138,0.937067823,0.308923033,26/01/2021,Beer Bottle,House Collection,Alba,NA
6139,0.505246104,0.507128858,28/11/2021,Printed Paper,Self Disposal,NA,UPPER PICKERING STREET
6140,0.867607405,0.7144885,19/01/2022,Watches,House Collection,NA,EAST COAST PARKWAY
6141,0.870275545,0.471229187,30/08/2022,Mobile Telephones,Self Disposal,PWC-800 Super,NA
6142,0.928510314,0.443378813,21/09/2021,Beds,Self Disposal,PWC-Sembwaste,NA
6143,0.83342423,0.003306441,06/08/2021,Cassette Tape,House Collection,Greensquare,NA
6144,0.805598555,0.332322259,02/06/2022,Pencils,Self Disposal,Alba E-waste Smart Recycling,NA
6145,0.701867203,0.673259882,25/06/2022,Glass Cup,Self Disposal,NA,ALJUNIED ROAD
6146,0.096924445,0.440270076,05/03/2022,Detergent Bottle,Self Disposal,PWC-Sembwaste,NA
6147,0.767230785,0.946474416,11/03/2021,Prams,House Collection,NA,MARSILING INDUSTRIAL ESTATE ROAD 3
6148,0.425969022,0.33750316,02/06/2021,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,NA
6149,0.757537456,0.369250216,10/01/2021,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,NA
6150,0.81263229,0.549525206,21/04/2021,Electric Mobility Scooters,House Collection,NA,MEI CHIN ROAD
6151,0.371002062,0.205868232,21/09/2022,Beer Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6152,0.726503851,0.805945993,15/05/2022,Dolls,Self Disposal,NA,POH HUAT ROAD WEST
6153,0.82092621,0.884289055,26/05/2021,Gift Wrapping Paper,House Collection,NA,GUL LANE
6154,0.963782202,0.290273232,15/11/2022,Ovens,House Collection,Alba,NA
6155,0.355769051,0.250373357,18/08/2021,Shampoo Bottle,Self Disposal,Tidy,NA
6156,0.89931847,0.027668659,10/04/2022,Book,House Collection,Greensquare,NA
6157,0.487946997,0.39156295,25/04/2022,Canned Food Can,House Collection,PWC-Alba-WH,NA
6158,0.617725602,0.46642445,09/08/2021,Coffee Capsules,Self Disposal,PWC-800 Super,NA
6159,0.735737186,0.361305357,24/02/2021,Tissue Paper,Self Disposal,Alba E-waste Smart Recycling,NA
6160,0.957054813,0.194277578,05/01/2021,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6161,0.686137554,0.961992281,23/03/2021,Sports Shoes,House Collection,NA,YISHUN STREET 22
6162,0.957214479,0.497797222,13/10/2022,Canned Food Can,Self Disposal,PWC-800 Super,NA
6163,0.943015373,0.537540643,07/09/2022,Telephone Directory,Self Disposal,NA,WEST COAST VALE
6164,0.687111161,0.879819254,27/05/2022,Bedding,House Collection,NA,SIXTH LOK YANG ROAD
6165,0.686244244,0.439497831,10/01/2022,Markers,Self Disposal,PWC-Sembwaste,NA
6166,0.087883911,0.776113831,17/10/2022,Bodywash Bottle,House Collection,NA,TAMPINES NORTH DRIVE 3
6167,0.480233542,0.673442283,01/02/2022,Canned Food Can,House Collection,NA,GEYLANG EAST AVENUE 2
6168,0.433623635,0.960126017,18/09/2022,Biscuit Tin,House Collection,NA,CANADA ROAD
6169,0.857357202,0.744028622,14/06/2022,Shampoo Bottle,Self Disposal,NA,BEDOK PLACE
6170,0.516660024,0.324760469,14/01/2021,Potato Chip Bag,Self Disposal,Alba E-waste Smart Recycling,NA
6171,0.589829979,0.731530806,10/10/2021,Shorts,House Collection,NA,BEDOK NORTH STREET 4
6172,0.718486662,0.546616414,23/07/2022,Biscuit Tin,House Collection,NA,SANDWICH ROAD
6173,0.563064739,0.902757729,29/03/2021,Magazine,Self Disposal,NA,JURONG WEST CENTRAL 1
6174,0.823048115,0.129260157,13/11/2022,Plastic Egg Tray,Self Disposal,Salvation Army,NA
6175,0.193901591,0.073205829,06/11/2021,Glass Cosmetic Bottle,Self Disposal,Passiton.org,NA
6176,0.723107168,0.758821546,25/04/2021,Paper Receipt,Self Disposal,NA,TOH AVENUE
6177,0.609128492,0.060179385,16/01/2022,Watches,Self Disposal,Passiton.org,NA
6178,0.485812363,0.114623991,01/05/2021,Canned Food Can,Self Disposal,Salvation Army,NA
6179,0.918284462,0.489886449,04/09/2022,Milk Carton,Self Disposal,PWC-800 Super,NA
6180,0.137159887,0.753891371,25/08/2021,Facial Cleanser Bottle,House Collection,NA,CHANGI NORTH CRESCENT
6181,0.650114625,0.69121719,06/08/2021,Rice,House Collection,NA,KAKI BUKIT CRESCENT
6182,0.52891679,0.349951835,26/03/2022,Walkers,Self Disposal,Alba E-waste Smart Recycling,NA
6183,0.383863359,0.126079722,29/04/2021,Beer Bottle,Self Disposal,Salvation Army,NA
6184,0.063022995,0.798219096,02/02/2022,Bodywash Bottle,Self Disposal,NA,COMPASSVALE LANE
6185,0.435143059,0.530186332,02/08/2022,Biscuit Tin,House Collection,NA,RUSSELS ROAD
6186,0.113717067,0.859837114,06/06/2022,Detergent Bottle,Self Disposal,NA,KISMIS PLACE
6187,0.319283359,0.293943028,25/03/2022,Shampoo Bottle,House Collection,Alba,NA
6188,0.813242148,0.410380663,12/11/2022,Washing Machines,Self Disposal,PWC-Sembwaste,NA
6189,0.578573485,0.803678415,21/01/2022,Facial Cleanser Bottle,House Collection,NA,PARK VILLAS RISE
6190,0.283973233,0.713562484,25/10/2022,Paint Container,House Collection,NA,HEMMANT ROAD
6191,0.339561326,0.930994782,11/12/2021,Shampoo Bottle,Self Disposal,NA,LIM CHU KANG LANE 9A
6192,0.796080041,0.778811312,03/10/2022,Diaper,Self Disposal,NA,LORONG LEW LIAN
6193,0.174873264,0.964693828,04/10/2022,Facial Cleanser Bottle,House Collection,NA,CANBERRA DRIVE
6194,0.679750996,0.257373334,06/04/2021,Milk Carton,Self Disposal,Tidy,NA
6195,0.246869964,0.436754921,01/03/2021,Glass Medicine Bottle,Self Disposal,PWC-Sembwaste,NA
6196,0.565606065,0.405071653,26/10/2022,Carton Box,House Collection,PWC-Alba-WH,NA
6197,0.781873497,0.21250192,08/02/2021,Magazine Wrapper,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6198,0.897786072,0.722609043,04/04/2022,Food Jar,Self Disposal,NA,PALM ROAD
6199,0.486055087,0.533512474,15/01/2021,Canned Food Can,House Collection,NA,JALAN PELEPAH
6200,0.997684931,0.86826325,20/02/2022,Metal Drink Can,House Collection,NA,YUNG HO ROAD
6201,0.476879881,0.288135913,08/12/2021,Canned Food Can,House Collection,Alba,NA
6202,0.258566047,0.727178411,14/09/2022,Glass Medicine Bottle,Self Disposal,NA,FRANKEL STREET
6203,0.083764212,0.256900216,05/05/2022,Bodywash Bottle,Self Disposal,Tidy,NA
6204,0.453792517,0.042325195,30/03/2021,Biscuit Tin,House Collection,Greensquare,NA
6205,0.53481891,0.586607663,18/06/2022,Televisions,Self Disposal,NA,TANK ROAD
6206,0.705028748,0.390671437,07/04/2021,Tissue Box,House Collection,PWC-Alba-WH,NA
6207,0.118262566,0.341871493,16/10/2021,Detergent Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
6208,0.546649064,0.1238726,02/09/2022,Sandals,Self Disposal,Salvation Army,NA
6209,0.004525301,0.421341245,20/01/2022,Aerosol Can,Self Disposal,PWC-Sembwaste,NA
6210,0.787059278,0.171344653,16/03/2021,Prams,Self Disposal,Ezi,NA
6211,0.641249506,0.123732406,26/05/2021,Calendar,Self Disposal,Salvation Army,NA
6212,0.86885358,0.88450146,08/08/2021,Beds,Self Disposal,NA,GUL CRESCENT
6213,0.879833099,0.30010105,05/02/2022,Calendar,House Collection,Alba,NA
6214,0.430726694,0.192289557,20/03/2022,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6215,0.405902739,0.44487668,10/11/2022,Beer Bottle,Self Disposal,PWC-Sembwaste,NA
6216,0.155045583,0.702589456,02/12/2021,Facial Cleanser Bottle,House Collection,NA,LORONG 105 CHANGI
6217,0.595948984,0.81717116,30/11/2022,Paper Towel,Self Disposal,NA,TAI HWAN CRESCENT
6218,0.229248649,0.983996674,20/09/2021,Glass Medicine Bottle,Self Disposal,NA,HAMILTON PLACE
6219,0.528238158,0.060875881,04/06/2021,Car Seats,Self Disposal,Passiton.org,NA
6220,0.064664115,0.580150093,13/06/2021,Bodywash Bottle,Self Disposal,NA,WILKIE TERRACE
6221,0.077118605,0.392725566,09/08/2022,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
6222,0.968449911,0.328022928,19/04/2022,Chairs,Self Disposal,Alba E-waste Smart Recycling,NA
6223,0.868051727,0.698569475,14/10/2022,Shirts,Self Disposal,NA,LORONG J TELOK KURAU
6224,0.741575311,0.552529854,16/06/2021,Glass Cup,Self Disposal,NA,TIONG BAHRU ROAD
6225,0.648627265,0.258004037,12/03/2022,Reusable Bags,Self Disposal,Tidy,NA
6226,0.706749311,0.102690141,11/06/2022,Soft Toys,Self Disposal,Salvation Army,NA
6227,0.281936901,0.285008756,25/04/2022,Paint Container,House Collection,Alba,NA
6228,0.749778731,0.519656108,01/02/2022,Chairs,House Collection,NA,WOOLWICH ROAD
6229,0.269455226,0.470558203,16/05/2022,Glass Medicine Bottle,Self Disposal,PWC-800 Super,NA
6230,0.500907255,0.249611323,07/02/2022,Packet Drink,Self Disposal,Tidy,NA
6231,0.802397762,0.020083205,09/03/2021,Paper Envelope,House Collection,Greensquare,NA
6232,0.870813227,0.979655384,20/04/2022,Routers,Self Disposal,NA,JALAN KECHUBONG
6233,0.187895231,0.320555797,05/03/2021,Glass Cosmetic Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
6234,0.481380772,0.655563288,14/09/2021,Canned Food Can,Self Disposal,NA,BENG WAN ROAD
6235,0.192651907,0.222163452,24/08/2021,Glass Cosmetic Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6236,0.574129919,0.048985972,18/04/2021,Personal Mobility Devices,Self Disposal,Passiton.org,NA
6237,0.028299756,0.512953788,15/09/2021,Aerosol Can,Self Disposal,NA,SPOTTISWOODE PARK ROAD
6238,0.114219372,0.227320841,27/08/2022,Detergent Bottle,Self Disposal,Tidy,NA
6239,0.349774359,0.685998897,08/02/2022,Shampoo Bottle,House Collection,NA,UBI CRESCENT
6240,0.803760708,0.920760084,17/09/2022,Shredded Paper,House Collection,NA,CASHEW LINK
6241,0.655670682,0.526369608,01/09/2021,Paper Towel,House Collection,NA,COMPUTING DRIVE
6242,0.930989482,0.998155916,27/07/2021,Tablets,Self Disposal,NA,SUMANG LANE
6243,0.872572457,0.662339344,16/07/2022,Power Assisted Bicycles,Self Disposal,NA,YOUNGBERG TERRACE
6244,0.060766306,0.774094823,24/08/2021,Bodywash Bottle,Self Disposal,NA,TAMPINES AVENUE 4
6245,0.870138228,0.411058384,06/05/2022,Laptops,Self Disposal,PWC-Sembwaste,NA
6246,0.8874302,0.720476136,06/09/2021,Watches,House Collection,NA,TAY LIAN TECK DRIVE
6247,0.799779015,0.78773948,22/05/2022,Wine Bottle,House Collection,NA,QUEMOY ROAD
6248,0.276926925,0.717613089,14/09/2021,Paint Container,Self Disposal,NA,SECOND STREET
6249,0.074761792,0.136157739,08/07/2022,Bodywash Bottle,Self Disposal,Salvation Army,NA
6250,0.260913083,0.611701477,22/01/2021,Glass Medicine Bottle,Self Disposal,NA,FOURTH AVENUE
6251,0.160813594,0.420502729,01/05/2022,Facial Cleanser Bottle,Self Disposal,PWC-Sembwaste,NA
6252,0.898130919,0.937581493,12/08/2021,Jam Bottle,Self Disposal,NA,WOODLANDS DRIVE 42
6253,0.922302913,0.217942449,26/02/2021,Plastic Clothes Hanger,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6254,0.067471766,0.082464102,04/01/2022,Bodywash Bottle,Self Disposal,Passiton.org,NA
6255,0.752158029,0.052370799,02/08/2022,Wireless Access Points,Self Disposal,Passiton.org,NA
6256,0.897471461,0.784701046,11/01/2022,Biscuit Tin,House Collection,NA,TAI KENG GARDENS
6257,0.689504935,0.399784504,20/04/2021,Biscuits,House Collection,PWC-Alba-WH,NA
6258,0.464278403,0.882556355,15/07/2022,Canned Food Can,House Collection,NA,JURONG HILL
6259,0.762372776,0.346478179,23/01/2022,Newspaper,Self Disposal,Alba E-waste Smart Recycling,NA
6260,0.854882265,0.764948611,09/12/2021,Pyrex Glass,Self Disposal,NA,ELIAS ROAD
6261,0.929913837,0.954115399,05/10/2022,Mobile Telephones,House Collection,NA,WELLINGTON ROAD
6262,0.446768874,0.7004461,02/04/2021,Biscuit Tin,House Collection,NA,RAMBUTAN ROAD
6263,0.121446423,0.393097141,19/07/2022,Detergent Bottle,House Collection,PWC-Alba-WH,NA
6264,0.002491873,0.356028919,28/05/2021,Aerosol Can,Self Disposal,Alba E-waste Smart Recycling,NA
6265,0.641506178,0.409586064,19/05/2021,CD Case,Self Disposal,PWC-Sembwaste,NA
6266,0.195460171,0.546129731,11/01/2021,Glass Cosmetic Bottle,Self Disposal,NA,WEYHILL CLOSE
6267,0.95780064,0.738420142,27/11/2021,Juice Carton,Self Disposal,NA,JALAN LIMAU PURUT
6268,0.891040493,0.14347802,14/12/2021,Switches,Self Disposal,Ezi,NA
6269,0.099797343,0.371856519,24/04/2021,Detergent Bottle,House Collection,PWC-Alba-WH,NA
6270,0.816253657,0.93246354,07/05/2022,Plant,House Collection,NA,LIM CHU KANG LANE 3A
6271,0.499764021,0.254110837,14/02/2022,Canned Food Can,Self Disposal,Tidy,NA
6272,0.204990742,0.4619661,20/10/2022,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,NA
6273,0.664445737,0.20643146,22/11/2022,Red Packet,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6274,0.399202317,0.543226079,20/02/2022,Beer Bottle,Self Disposal,NA,BIOPOLIS ROAD
6275,0.25016079,0.403263079,25/05/2021,Glass Medicine Bottle,House Collection,PWC-Alba-WH,NA
6276,0.305711756,0.90454845,24/09/2022,Paint Container,House Collection,NA,BULIM LANE 1
6277,0.750420388,0.28261134,01/11/2022,Cutlery,House Collection,Alba,NA
6278,0.9982001,0.314062249,01/06/2022,Plastic Food Bottle,House Collection,Alba,NA
6279,0.320434201,0.420789134,05/05/2022,Shampoo Bottle,Self Disposal,PWC-Sembwaste,NA
6280,0.217366769,0.037186698,02/05/2021,Glass Cosmetic Bottle,House Collection,Greensquare,NA
6281,0.3145405,0.34419762,21/06/2021,Paint Container,Self Disposal,Alba E-waste Smart Recycling,NA
6282,0.800003149,0.142276288,27/03/2021,Book,Self Disposal,Ezi,NA
6283,0.87054173,0.792946577,23/03/2021,Network Hubs,Self Disposal,NA,JALAN KURNIA
